protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,time_since_last,packet_rate,burst_count,unique_ports,port_entropy,ip_entropy,tcp_syn_count,tcp_ack_count,flow_duration,flow_packets,flow_bytes,avg_packet_size,label
6,0,2,89,0,0,0,0,0.0,170,0,1,-0.0,-0.0,0,44,11.006136178970337,44,3843,87.3409090909091,attack
6,443,2,54,0,0,0,0,0.0,170,0,1,-0.0,-0.0,0,38,11.06542420387268,38,6078,159.94736842105263,attack
17,0,0,345,0,0,0,0,0.0035102367401123047,170,0,2,1.0,-0.0,0,0,11.664958715438843,2020,977510,483.91584158415844,attack
17,0,0,345,0,0,0,0,0.0009996891021728516,170,0,2,1.0,-0.0,0,0,11.665958404541016,2021,977855,483.84710539336965,attack
17,0,0,982,0,0,0,0,0.0040056705474853516,170,0,2,1.0,-0.0,0,0,11.669964075088501,2022,978837,484.093471810089,attack
17,0,0,265,0,0,0,0,0.002071380615234375,170,0,2,1.0,-0.0,0,0,11.66370177268982,358,59539,166.31005586592178,attack
17,0,0,200,0,0,0,0,0.0,170,0,2,1.0,-0.0,0,0,11.672035455703735,2023,979037,483.9530400395452,attack
17,0,0,984,0,0,0,0,0.015560150146484375,170,0,2,1.0,-0.0,0,0,11.68759560585022,2024,980021,484.20009881422925,attack
17,0,0,198,0,0,0,0,0.0055158138275146484,170,0,2,1.0,-0.0,0,0,11.693111419677734,2025,980219,484.05876543209877,attack
17,0,0,254,0,0,0,0,0.007509469985961914,170,0,2,1.0,-0.0,0,0,11.69228720664978,359,59793,166.55431754874652,attack
17,0,0,240,0,0,0,0,0.001004934310913086,170,0,2,1.0,-0.0,0,0,11.693292140960693,360,60033,166.75833333333333,attack
17,0,0,984,0,0,0,0,0.0015077590942382812,170,0,2,1.0,-0.0,0,0,11.703133583068848,2026,981203,484.3055281342547,attack
17,0,0,229,0,0,0,0,0.0,170,0,2,1.0,-0.0,0,0,11.694799900054932,361,60262,166.93074792243766,attack
17,0,0,1027,0,0,0,0,0.0020062923431396484,170,0,2,1.0,-0.0,0,0,11.705139875411987,2027,982230,484.573260976813,attack
17,0,0,220,0,0,0,0,0.0010008811950683594,170,0,2,1.0,-0.0,0,0,11.69780707359314,362,60482,167.07734806629836,attack
17,0,0,216,0,0,0,0,0.0010404586791992188,170,0,2,1.0,-0.0,0,0,11.698847532272339,363,60698,167.21212121212122,attack
17,0,0,171,0,0,0,0,0.0019578933715820312,170,0,2,1.0,-0.0,0,0,11.700805425643921,364,60869,167.22252747252747,attack
17,0,0,198,0,0,0,0,0.004108428955078125,170,0,2,1.0,-0.0,0,0,11.713247537612915,2028,982428,484.43195266272187,attack
17,0,0,161,0,0,0,0,0.003518342971801758,170,0,2,1.0,-0.0,0,0,11.7084321975708,365,61030,167.2054794520548,attack
17,0,0,154,0,0,0,0,0.006520748138427734,170,0,2,1.0,-0.0,0,0,11.714952945709229,366,61184,167.1693989071038,attack
17,0,0,90,0,0,0,0,0.003999948501586914,170,0,2,1.0,-0.0,0,0,11.718952894210815,367,61274,166.9591280653951,attack
17,0,0,203,0,0,0,0,0.004202365875244141,170,0,2,1.0,-0.0,0,0,11.731488943099976,2029,982631,484.2932479053721,attack
17,0,0,1029,0,0,0,0,0.0015070438385009766,170,0,2,1.0,-0.0,0,0,11.732995986938477,2030,983660,484.5615763546798,attack
17,0,0,1058,0,0,0,0,0.0030088424682617188,170,0,2,1.0,-0.0,0,0,11.736004829406738,2031,984718,484.8439192516002,attack
17,0,0,150,0,0,0,0,0.012032270431518555,170,0,2,1.0,-0.0,0,0,11.73970341682434,368,61424,166.91304347826087,attack
17,0,0,196,0,0,0,0,0.005028486251831055,170,0,2,1.0,-0.0,0,0,11.753065586090088,2032,984914,484.7017716535433,attack
6,0,2,135,0,0,0,0,0.002999544143676758,170,0,1,-0.0,-0.0,0,45,11.100752830505371,45,3978,88.4,attack
17,0,0,154,0,0,0,0,0.006145954132080078,170,0,2,1.0,-0.0,0,0,11.753877401351929,369,61578,166.8780487804878,attack
17,0,0,345,0,0,0,0,0.005003213882446289,170,0,2,1.0,-0.0,0,0,11.767214298248291,2033,985259,484.6330545991146,attack
17,0,0,345,0,0,0,0,0.0,170,0,2,1.0,-0.0,0,0,11.767214298248291,2034,985604,484.56440511307767,attack
17,0,0,1038,0,0,0,0,0.002997159957885742,170,0,2,1.0,-0.0,0,0,11.770211458206177,2035,986642,484.8363636363636,attack
17,0,0,206,0,0,0,0,0.0020780563354492188,170,0,2,1.0,-0.0,0,0,11.772289514541626,2036,986848,484.69941060903733,attack
17,0,0,151,0,0,0,0,0.010030031204223633,170,0,2,1.0,-0.0,0,0,11.773985862731934,370,61729,166.83513513513515,attack
17,0,0,118,0,0,0,0,0.0035364627838134766,170,0,2,1.0,-0.0,0,0,11.785856008529663,2037,986966,484.5193912616593,attack
17,0,0,345,0,0,0,0,0.004504203796386719,170,0,2,1.0,-0.0,0,0,11.79036021232605,2038,987311,484.4509322865554,attack
17,0,0,345,0,0,0,0,0.0,170,0,2,1.0,-0.0,0,0,11.79036021232605,2039,987656,484.3825404610103,attack
17,0,0,200,0,0,0,0,0.003515481948852539,170,0,2,1.0,-0.0,0,0,11.793875694274902,2040,987856,484.24313725490197,attack
6,443,2,54,0,0,0,0,0.003998994827270508,170,0,1,-0.0,-0.0,0,39,11.201850414276123,39,6132,157.23076923076923,attack
17,0,0,345,0,0,0,0,0.0010528564453125,170,0,2,1.0,-0.0,0,0,11.798927545547485,2041,988201,484.1749142577168,attack
17,0,0,345,0,0,0,0,0.0,170,0,2,1.0,-0.0,0,0,11.798927545547485,2042,988546,484.1067580803134,attack
17,0,0,151,0,0,0,0,0.002187013626098633,170,0,2,1.0,-0.0,0,0,11.792780876159668,371,61880,166.79245283018867,attack
17,0,0,1069,0,0,0,0,0.004003047943115234,170,0,2,1.0,-0.0,0,0,11.8051176071167,2043,989615,484.3930494371023,attack
17,0,0,200,0,0,0,0,0.00820779800415039,170,0,2,1.0,-0.0,0,0,11.81332540512085,2044,989815,484.25391389432485,attack
17,0,0,153,0,0,0,0,0.009556770324707031,170,0,2,1.0,-0.0,0,0,11.81454849243164,372,62033,166.75537634408602,attack
17,0,0,345,0,0,0,0,0.0030035972595214844,170,0,2,1.0,-0.0,0,0,11.825885772705078,2045,990160,484.18581907090464,attack
17,0,0,345,0,0,0,0,0.0,170,0,2,1.0,-0.0,0,0,11.825885772705078,2046,990505,484.1177908113392,attack
17,0,0,345,0,0,0,0,0.0069811344146728516,170,0,2,1.0,-0.0,0,0,11.832866907119751,2047,990850,484.04982901807523,attack
17,0,0,345,0,0,0,0,0.0010204315185546875,170,0,2,1.0,-0.0,0,0,11.833887338638306,2048,991195,483.98193359375,attack
17,0,0,204,0,0,0,0,0.0,170,0,2,1.0,-0.0,0,0,11.833887338638306,2049,991399,483.84529038555394,attack
17,0,0,1040,0,0,0,0,0.002987384796142578,170,0,2,1.0,-0.0,0,0,11.836874723434448,2050,992439,484.11658536585367,attack
17,0,0,152,0,0,0,0,0.00603795051574707,170,0,2,1.0,-0.0,0,0,11.83457899093628,373,62185,166.71581769436997,attack
17,0,0,94,0,0,0,0,0.005986928939819336,170,0,2,1.0,-0.0,0,0,11.840565919876099,374,62279,166.52139037433156,attack
17,0,0,197,0,0,0,0,0.004998207092285156,170,0,2,1.0,-0.0,0,0,11.8538978099823,2051,992636,483.9765967820575,attack
17,0,0,345,0,0,0,0,0.0029802322387695312,170,0,2,1.0,-0.0,0,0,11.85687804222107,2052,992981,483.9088693957115,attack
17,0,0,345,0,0,0,0,0.0010023117065429688,170,0,2,1.0,-0.0,0,0,11.857880353927612,2053,993326,483.8412079883098,attack
17,0,0,152,0,0,0,0,0.0025103092193603516,170,0,2,1.0,-0.0,0,0,11.852056980133057,375,62431,166.48266666666666,attack
17,0,0,345,0,0,0,0,0.005513906478881836,170,0,2,1.0,-0.0,0,0,11.865904569625854,2054,993671,483.7736124634859,attack
17,0,0,345,0,0,0,0,0.0009958744049072266,170,0,2,1.0,-0.0,0,0,11.866900444030762,2055,994016,483.7060827250608,attack
17,0,0,94,0,0,0,0,0.0,170,0,2,1.0,-0.0,0,0,11.858566761016846,376,62525,166.28989361702128,attack
17,0,0,94,0,0,0,0,0.0,170,0,2,1.0,-0.0,0,0,11.858566761016846,377,62619,166.09814323607426,attack
17,0,0,998,0,0,0,0,0.001981496810913086,170,0,2,1.0,-0.0,0,0,11.868881940841675,2056,995014,483.95622568093387,attack
17,0,0,200,0,0,0,0,0.004016399383544922,170,0,2,1.0,-0.0,0,0,11.87289834022522,2057,995214,483.8181818181818,attack
17,0,0,89,0,0,0,0,0.00809788703918457,170,0,2,1.0,-0.0,0,0,11.872662544250488,378,62708,165.8941798941799,attack
17,0,0,1000,0,0,0,0,0.010046720504760742,170,0,2,1.0,-0.0,0,0,11.891042947769165,2058,996214,484.0689990281827,attack
17,0,0,199,0,0,0,0,0.001999378204345703,170,0,2,1.0,-0.0,0,0,11.89304232597351,2059,996413,483.930548810102,attack
17,0,0,89,0,0,0,0,0.013817071914672852,170,0,2,1.0,-0.0,0,0,11.898525714874268,379,62797,165.69129287598943,attack
17,0,0,986,0,0,0,0,0.0009982585906982422,170,0,2,1.0,-0.0,0,0,11.907857656478882,2060,997399,484.1742718446602,attack
17,0,0,204,0,0,0,0,0.006018877029418945,170,0,2,1.0,-0.0,0,0,11.9138765335083,2061,997603,484.03833090732655,attack
17,0,0,988,0,0,0,0,0.007036447525024414,170,0,2,1.0,-0.0,0,0,11.920912981033325,2062,998591,484.2827352085354,attack
17,0,0,89,0,0,0,0,0.0,170,0,2,1.0,-0.0,0,0,11.91257929801941,380,62886,165.48947368421054,attack
17,0,0,197,0,0,0,0,0.012030839920043945,170,0,2,1.0,-0.0,0,0,11.93294382095337,2063,998788,484.14348036839556,attack
17,0,0,94,0,0,0,0,0.0010170936584472656,170,0,2,1.0,-0.0,0,0,11.9256272315979,381,62980,165.3018372703412,attack
17,0,0,988,0,0,0,0,0.0009908676147460938,170,0,2,1.0,-0.0,0,0,11.934951782226562,2064,999776,484.38759689922483,attack
17,0,0,1009,0,0,0,0,0.0020003318786621094,170,0,2,1.0,-0.0,0,0,11.936952114105225,2065,1000785,484.6416464891041,attack
17,0,0,89,0,0,0,0,0.006264448165893555,170,0,2,1.0,-0.0,0,0,11.934882879257202,382,63069,165.1020942408377,attack
17,0,0,102,0,0,0,0,0.0070514678955078125,170,0,2,1.0,-0.0,0,0,11.94193434715271,383,63171,164.9373368146214,attack
17,0,0,208,0,0,0,0,0.0027740001678466797,170,0,2,1.0,-0.0,0,0,11.953042030334473,2066,1000993,484.5077444336883,attack
17,0,0,1011,0,0,0,0,0.013096332550048828,170,0,2,1.0,-0.0,0,0,11.966138362884521,2067,1002004,484.76245766811803,attack
17,0,0,89,0,0,0,0,0.001996278762817383,170,0,2,1.0,-0.0,0,0,11.959800958633423,384,63260,164.73958333333334,attack
17,0,0,998,0,0,0,0,0.0019989013671875,170,0,2,1.0,-0.0,0,0,11.970133543014526,2068,1003002,485.01063829787233,attack
17,0,0,196,0,0,0,0,0.003027200698852539,170,0,2,1.0,-0.0,0,0,11.973160743713379,2069,1003198,484.8709521507975,attack
17,0,0,89,0,0,0,0,0.008035898208618164,170,0,2,1.0,-0.0,0,0,11.972862958908081,385,63349,164.54285714285714,attack
17,0,0,204,0,0,0,0,0.01202392578125,170,0,2,1.0,-0.0,0,0,11.993220567703247,2070,1003402,484.73526570048307,attack
17,0,0,1000,0,0,0,0,0.0031189918518066406,170,0,2,1.0,-0.0,0,0,11.996339559555054,2071,1004402,484.98406566875906,attack
17,0,0,970,0,0,0,0,0.008539915084838867,206,0,2,1.0,-0.0,0,0,12.004879474639893,2072,1005372,485.2181467181467,attack
17,0,0,198,0,0,0,0,0.008403778076171875,206,0,2,1.0,-0.0,0,0,12.013283252716064,2073,1005570,485.0795947901592,attack
17,0,0,89,0,0,0,0,0.012031316757202148,206,0,2,1.0,-0.0,0,0,12.01698088645935,386,63438,164.34715025906735,attack
17,0,0,89,0,0,0,0,0.0009996891021728516,206,0,2,1.0,-0.0,0,0,12.017980575561523,387,63527,164.15245478036175,attack
17,0,0,972,0,0,0,0,0.0,206,0,2,1.0,-0.0,0,0,12.02631425857544,2074,1006542,485.31436837029895,attack
17,0,0,201,0,0,0,0,0.00675654411315918,206,0,2,1.0,-0.0,0,0,12.033070802688599,2075,1006743,485.1773493975904,attack
17,0,0,1022,0,0,0,0,0.0031142234802246094,206,0,2,1.0,-0.0,0,0,12.036185026168823,2076,1007765,485.4359344894027,attack
17,0,0,89,0,0,0,0,0.009025335311889648,206,0,2,1.0,-0.0,0,0,12.036876678466797,388,63616,163.95876288659792,attack
17,0,0,199,0,0,0,0,0.0078887939453125,206,0,2,1.0,-0.0,0,0,12.053099155426025,2077,1007964,485.29802599903707,attack
17,0,0,94,0,0,0,0,0.0010082721710205078,206,0,2,1.0,-0.0,0,0,12.04577374458313,389,63710,163.7789203084833,attack
17,0,0,1024,0,0,0,0,0.004001617431640625,206,0,2,1.0,-0.0,0,0,12.058109045028687,2078,1008988,485.5572666025024,attack
17,0,0,89,0,0,0,0,0.007097959518432617,206,0,2,1.0,-0.0,0,0,12.056873321533203,390,63799,163.5871794871795,attack
17,0,0,1024,0,0,0,0,0.005009889602661133,206,0,2,1.0,-0.0,0,0,12.07021689414978,2079,1010012,485.8162578162578,attack
17,0,0,958,0,0,0,0,0.0010063648223876953,206,0,2,1.0,-0.0,0,0,12.071223258972168,2080,1010970,486.0432692307692,attack
17,0,0,198,0,0,0,0,0.0019283294677734375,206,0,2,1.0,-0.0,0,0,12.073151588439941,2081,1011168,485.90485343584817,attack
17,0,0,197,0,0,0,0,0.019837617874145508,206,0,2,1.0,-0.0,0,0,12.092989206314087,2082,1011365,485.7660902977906,attack
17,0,0,960,0,0,0,0,0.0075151920318603516,206,0,2,1.0,-0.0,0,0,12.100504398345947,2083,1012325,485.99375900144025,attack
17,0,0,927,0,0,0,0,0.004490852355957031,206,0,2,1.0,-0.0,0,0,12.104995250701904,2084,1013252,486.20537428023033,attack
17,0,0,203,0,0,0,0,0.00806117057800293,206,0,2,1.0,-0.0,0,0,12.113056421279907,2085,1013455,486.0695443645084,attack
17,0,0,929,0,0,0,0,0.015164613723754883,206,0,2,1.0,-0.0,0,0,12.128221035003662,2086,1014384,486.28187919463085,attack
17,0,0,198,0,0,0,0,0.004948616027832031,206,0,2,1.0,-0.0,0,0,12.133169651031494,2087,1014582,486.1437470052707,attack
17,0,0,945,0,0,0,0,0.0022842884063720703,206,0,2,1.0,-0.0,0,0,12.135453939437866,2088,1015527,486.36350574712645,attack
17,0,0,202,0,0,0,0,0.017603635787963867,206,0,2,1.0,-0.0,0,0,12.15305757522583,2089,1015729,486.22738152225946,attack
17,0,0,94,0,0,0,0,0.003999948501586914,206,0,2,1.0,-0.0,0,0,12.148723840713501,391,63893,163.40920716112532,attack
17,0,0,947,0,0,0,0,0.0,206,0,2,1.0,-0.0,0,0,12.157057523727417,2090,1016676,486.44784688995213,attack
17,0,0,982,0,0,0,0,0.011941671371459961,206,0,2,1.0,-0.0,0,0,12.168999195098877,2091,1017658,486.68483978957437,attack
17,0,0,204,0,0,0,0,0.004309654235839844,206,0,2,1.0,-0.0,0,0,12.173308849334717,2092,1017862,486.54971319311665,attack
17,0,0,984,0,0,0,0,0.013144493103027344,206,0,2,1.0,-0.0,0,0,12.186453342437744,2093,1018846,486.78738652651697,attack
17,0,0,198,0,0,0,0,0.006525754928588867,206,0,2,1.0,-0.0,0,0,12.192979097366333,2094,1019044,486.6494746895893,attack
17,0,0,984,0,0,0,0,0.006051301956176758,206,0,2,1.0,-0.0,0,0,12.19903039932251,2095,1020028,486.88687350835323,attack
17,0,0,957,0,0,0,0,0.004208564758300781,206,0,2,1.0,-0.0,0,0,12.20323896408081,2096,1020985,487.1111641221374,attack
17,0,0,203,0,0,0,0,0.008571863174438477,206,0,2,1.0,-0.0,0,0,12.211810827255249,2097,1021188,486.9756795422031,attack
17,0,0,959,0,0,0,0,0.018094301223754883,206,0,2,1.0,-0.0,0,0,12.229905128479004,2098,1022147,487.2006673021926,attack
17,0,0,202,0,0,0,0,0.0030117034912109375,206,0,2,1.0,-0.0,0,0,12.232916831970215,2099,1022349,487.0647927584564,attack
17,0,0,931,0,0,0,0,0.004136562347412109,206,0,2,1.0,-0.0,0,0,12.237053394317627,2100,1023280,487.2761904761905,attack
17,0,0,206,0,0,0,0,0.017218828201293945,206,0,2,1.0,-0.0,0,0,12.254272222518921,2101,1023486,487.142313184198,attack
17,0,0,933,0,0,0,0,0.004024505615234375,206,0,2,1.0,-0.0,0,0,12.258296728134155,2102,1024419,487.3544243577545,attack
17,0,0,942,0,0,0,0,0.011738300323486328,206,0,2,1.0,-0.0,0,0,12.270035028457642,2103,1025361,487.5706134094151,attack
17,0,0,201,0,0,0,0,0.0015096664428710938,206,0,2,1.0,-0.0,0,0,12.271544694900513,2104,1025562,487.43441064638785,attack
17,0,0,94,0,0,0,0,0.001504659652709961,206,0,2,1.0,-0.0,0,0,12.264715671539307,392,63987,163.23214285714286,attack
17,0,0,944,0,0,0,0,0.012874603271484375,206,0,2,1.0,-0.0,0,0,12.285923957824707,2105,1026506,487.65130641330165,attack
17,0,0,200,0,0,0,0,0.007009983062744141,206,0,2,1.0,-0.0,0,0,12.292933940887451,2106,1026706,487.5147198480532,attack
17,0,0,944,0,0,0,0,0.006007194519042969,206,0,2,1.0,-0.0,0,0,12.298941135406494,2107,1027650,487.7313716184148,attack
17,0,0,939,0,0,0,0,0.004129171371459961,206,0,2,1.0,-0.0,0,0,12.303070306777954,2108,1028589,487.9454459203036,attack
17,0,0,203,0,0,0,0,0.008528470993041992,206,0,2,1.0,-0.0,0,0,12.311598777770996,2109,1028792,487.8103366524419,attack
17,0,0,110,0,0,0,0,0.011533498764038086,206,0,2,1.0,-0.0,0,0,12.314798593521118,393,64097,163.0966921119593,attack
17,0,0,941,0,0,0,0,0.00308990478515625,206,0,2,1.0,-0.0,0,0,12.32622218132019,2110,1029733,488.0251184834123,attack
17,0,0,203,0,0,0,0,0.005616188049316406,206,0,2,1.0,-0.0,0,0,12.331838369369507,2111,1029936,487.8900994789199,attack
17,0,0,939,0,0,0,0,0.004581928253173828,206,0,2,1.0,-0.0,0,0,12.33642029762268,2112,1030875,488.1036931818182,attack
17,0,0,196,0,0,0,0,0.01757979393005371,206,0,2,1.0,-0.0,0,0,12.354000091552734,2113,1031071,487.9654519640322,attack
17,0,0,941,0,0,0,0,0.00099945068359375,206,0,2,1.0,-0.0,0,0,12.354999542236328,2114,1032012,488.1797540208136,attack
17,0,0,941,0,0,0,0,0.014293670654296875,206,0,2,1.0,-0.0,0,0,12.369293212890625,2115,1032953,488.393853427896,attack
17,0,0,199,0,0,0,0,0.002081632614135742,206,0,2,1.0,-0.0,0,0,12.37137484550476,2116,1033152,488.2570888468809,attack
17,0,0,938,0,0,0,0,0.001508951187133789,206,0,2,1.0,-0.0,0,0,12.372883796691895,2117,1034090,488.46953235710913,attack
17,0,0,94,0,0,0,0,0.012698173522949219,206,0,2,1.0,-0.0,0,0,12.377248287200928,394,64191,162.92131979695432,attack
17,0,0,200,0,0,0,0,0.007546663284301758,206,0,2,1.0,-0.0,0,0,12.393128633499146,2118,1034290,488.3333333333333,attack
17,0,0,940,0,0,0,0,0.0049593448638916016,206,0,2,1.0,-0.0,0,0,12.398087978363037,2119,1035230,488.546484190656,attack
17,0,0,938,0,0,0,0,0.005120754241943359,206,0,2,1.0,-0.0,0,0,12.40320873260498,2120,1036168,488.7584905660377,attack
17,0,0,203,0,0,0,0,0.008545637130737305,206,0,2,1.0,-0.0,0,0,12.411754369735718,2121,1036371,488.6237623762376,attack
6,443,2,55,0,0,0,0,0.00957942008972168,206,0,1,-0.0,-0.0,0,40,11.82530951499939,40,6187,154.675,attack
17,0,0,940,0,0,0,0,0.004998445510864258,206,0,2,1.0,-0.0,0,0,12.426332235336304,2122,1037311,488.8364750235627,attack
17,0,0,200,0,0,0,0,0.006510496139526367,206,0,2,1.0,-0.0,0,0,12.43284273147583,2123,1037511,488.7004239284032,attack
17,0,0,954,0,0,0,0,0.003999471664428711,206,0,2,1.0,-0.0,0,0,12.436842203140259,2124,1038465,488.9194915254237,attack
17,0,0,956,0,0,0,0,0.01701831817626953,206,0,2,1.0,-0.0,0,0,12.453860521316528,2125,1039421,489.13929411764707,attack
17,0,0,201,0,0,0,0,0.0,206,0,2,1.0,-0.0,0,0,12.453860521316528,2126,1039622,489.00376293508936,attack
17,0,0,956,0,0,0,0,0.014843463897705078,206,0,2,1.0,-0.0,0,0,12.468703985214233,2127,1040578,489.223319228961,attack
17,0,0,938,0,0,0,0,0.0015339851379394531,206,0,2,1.0,-0.0,0,0,12.470237970352173,2128,1041516,489.4342105263158,attack
17,0,0,207,0,0,0,0,0.002645254135131836,206,0,2,1.0,-0.0,0,0,12.472883224487305,2129,1041723,489.3015500234852,attack
6,0,2,66,0,0,0,0,0.00836038589477539,206,0,2,1.0,-0.0,0,46,11.825931310653687,46,4044,87.91304347826087,attack
17,0,0,94,0,0,0,0,0.009044885635375977,206,0,2,1.0,-0.0,0,0,12.48195481300354,395,64285,162.74683544303798,attack
17,0,0,203,0,0,0,0,0.0025615692138671875,206,0,2,1.0,-0.0,0,0,12.492850065231323,2130,1041926,489.16713615023474,attack
17,0,0,940,0,0,0,0,0.003762483596801758,206,0,2,1.0,-0.0,0,0,12.496612548828125,2131,1042866,489.3786954481464,attack
17,0,0,936,0,0,0,0,0.012609720230102539,206,0,2,1.0,-0.0,0,0,12.509222269058228,2132,1043802,489.58818011257034,attack
17,0,0,199,0,0,0,0,0.0040357112884521484,206,0,2,1.0,-0.0,0,0,12.51325798034668,2133,1044001,489.4519456165026,attack
17,0,0,938,0,0,0,0,0.012079715728759766,206,0,2,1.0,-0.0,0,0,12.52533769607544,2134,1044939,489.6621368322399,attack
17,0,0,201,0,0,0,0,0.0065534114837646484,206,0,2,1.0,-0.0,0,0,12.531891107559204,2135,1045140,489.5269320843091,attack
17,0,0,939,0,0,0,0,0.0045168399810791016,206,0,2,1.0,-0.0,0,0,12.536407947540283,2136,1046079,489.7373595505618,attack
17,0,0,941,0,0,0,0,0.015547752380371094,206,0,2,1.0,-0.0,0,0,12.551955699920654,2137,1047020,489.94852597098736,attack
17,0,0,200,0,0,0,0,0.0009989738464355469,206,0,2,1.0,-0.0,0,0,12.55295467376709,2138,1047220,489.8129092609916,attack
17,0,0,941,0,0,0,0,0.013407468795776367,206,0,2,1.0,-0.0,0,0,12.566362142562866,2139,1048161,490.02384291725105,attack
17,0,0,938,0,0,0,0,0.0035223960876464844,206,0,2,1.0,-0.0,0,0,12.569884538650513,2140,1049099,490.23317757009346,attack
17,0,0,201,0,0,0,0,0.0030062198638916016,206,0,2,1.0,-0.0,0,0,12.572890758514404,2141,1049300,490.0980850070061,attack
17,0,0,201,0,0,0,0,0.02019953727722168,206,0,2,1.0,-0.0,0,0,12.593090295791626,2142,1049501,489.96311858076564,attack
17,0,0,940,0,0,0,0,0.0,206,0,2,1.0,-0.0,0,0,12.593090295791626,2143,1050441,490.17312179188053,attack
17,0,0,94,0,0,0,0,0.0030951499938964844,206,0,2,1.0,-0.0,0,0,12.587851762771606,396,64379,162.57323232323233,attack
17,0,0,938,0,0,0,0,0.006854057312011719,206,0,2,1.0,-0.0,0,0,12.603039503097534,2144,1051379,490.38199626865674,attack
17,0,0,204,0,0,0,0,0.010141134262084961,206,0,2,1.0,-0.0,0,0,12.61318063735962,2145,1051583,490.24848484848485,attack
17,0,0,940,0,0,0,0,0.011081695556640625,206,0,2,1.0,-0.0,0,0,12.62426233291626,2146,1052523,490.45806150978564,attack
17,0,0,169,0,0,0,0,0.006089448928833008,206,0,2,1.0,-0.0,0,0,12.622018098831177,397,64548,162.58942065491183,attack
17,0,0,201,0,0,0,0,0.002955913543701172,206,0,2,1.0,-0.0,0,0,12.633307695388794,2147,1052724,490.3232417326502,attack
17,0,0,1107,0,0,0,0,0.003002166748046875,206,0,2,1.0,-0.0,0,0,12.63630986213684,2148,1053831,490.61033519553075,attack
17,0,0,118,0,0,0,0,0.004505157470703125,206,0,2,1.0,-0.0,0,0,12.640815019607544,2149,1053949,490.4369474174034,attack
17,0,0,345,0,0,0,0,0.011304616928100586,206,0,2,1.0,-0.0,0,0,12.652119636535645,2150,1054294,490.3693023255814,attack
17,0,0,345,0,0,0,0,0.0009958744049072266,206,0,2,1.0,-0.0,0,0,12.653115510940552,2151,1054639,490.301720130172,attack
17,0,0,200,0,0,0,0,0.0,206,0,2,1.0,-0.0,0,0,12.653115510940552,2152,1054839,490.1668215613383,attack
17,0,0,190,0,0,0,0,0.0049991607666015625,206,0,2,1.0,-0.0,0,0,12.649780988693237,398,64738,162.65829145728642,attack
17,0,0,345,0,0,0,0,0.004045248031616211,206,0,2,1.0,-0.0,0,0,12.66215991973877,2153,1055184,490.0993961913609,attack
17,0,0,345,0,0,0,0,0.0010001659393310547,206,0,2,1.0,-0.0,0,0,12.6631600856781,2154,1055529,490.03203342618383,attack
17,0,0,215,0,0,0,0,0.0010066032409667969,206,0,2,1.0,-0.0,0,0,12.655833005905151,399,64953,162.78947368421052,attack
17,0,0,956,0,0,0,0,0.00499415397644043,206,0,2,1.0,-0.0,0,0,12.669160842895508,2155,1056485,490.24825986078883,attack
17,0,0,201,0,0,0,0,0.004172325134277344,206,0,2,1.0,-0.0,0,0,12.673333168029785,2156,1056686,490.11410018552874,attack
17,0,0,254,0,0,0,0,0.01348733901977539,206,0,2,1.0,-0.0,0,0,12.678486824035645,400,65207,163.0175,attack
17,0,0,345,0,0,0,0,0.0010039806365966797,206,0,2,1.0,-0.0,0,0,12.687824487686157,2157,1057031,490.04682429299953,attack
17,0,0,345,0,0,0,0,0.0,206,0,2,1.0,-0.0,0,0,12.687824487686157,2158,1057376,489.9796107506951,attack
17,0,0,199,0,0,0,0,0.005519390106201172,206,0,2,1.0,-0.0,0,0,12.693343877792358,2159,1057575,489.84483557202407,attack
17,0,0,345,0,0,0,0,0.004015922546386719,206,0,2,1.0,-0.0,0,0,12.697359800338745,2160,1057920,489.77777777777777,attack
17,0,0,345,0,0,0,0,0.0009963512420654297,206,0,2,1.0,-0.0,0,0,12.69835615158081,2161,1058265,489.7107820453494,attack
17,0,0,102,0,0,0,0,0.0,206,0,2,1.0,-0.0,0,0,12.69835615158081,2162,1058367,489.5314523589269,attack
17,0,0,345,0,0,0,0,0.005526542663574219,206,0,2,1.0,-0.0,0,0,12.703882694244385,2163,1058712,489.46463245492373,attack
17,0,0,345,0,0,0,0,0.0,206,0,2,1.0,-0.0,0,0,12.703882694244385,2164,1059057,489.3978743068392,attack
17,0,0,975,0,0,0,0,0.0009961128234863281,206,0,2,1.0,-0.0,0,0,12.704878807067871,2165,1060032,489.6221709006928,attack
17,0,0,237,0,0,0,0,0.002998828887939453,206,0,2,1.0,-0.0,0,0,12.699543952941895,401,65444,163.20199501246884,attack
17,0,0,94,0,0,0,0,0.0031669139862060547,206,0,2,1.0,-0.0,0,0,12.7027108669281,402,65538,163.02985074626866,attack
17,0,0,202,0,0,0,0,0.001998424530029297,206,0,2,1.0,-0.0,0,0,12.713042974472046,2166,1060234,489.4893813481071,attack
17,0,0,345,0,0,0,0,0.014955997467041016,206,0,2,1.0,-0.0,0,0,12.727998971939087,2167,1060579,489.422704199354,attack
17,0,0,345,0,0,0,0,0.0010101795196533203,206,0,2,1.0,-0.0,0,0,12.72900915145874,2168,1060924,489.3560885608856,attack
17,0,0,199,0,0,0,0,0.0025665760040283203,206,0,2,1.0,-0.0,0,0,12.731575727462769,2169,1061123,489.22222222222223,attack
